VerticalSpeed,HorizontalSpeed,AoA,Lift,Cl
5.0,50.0,5.710593137499643,19370.281233346406,0.6262366129188573
5.0,100.0,2.862405226111748,38548.61882037428,0.3138978579703743
5.0,50.0,5.710593137499643,19370.281233346406,0.6262366129188573
